age,rq1,rq2,rq3,st_5
24,5,7,8,10
27,4,4,6,9
84,5,5,5,8
14,5,3,2,11
44,7,7,7,10
53,5,4,5,8
27,7,7,7,10
17,8,8,8,8
20,4,4,5,9
30,5,2,8,9
74,7,7,6,10
16,2,1,2,11
19,1,1,10,11
55,5,10,9,8
23,5,2,7,9
21,5,2,6,11
25,4,4,5,12
18,0,0,0,11
25,7,7,5,8
13,7,10,8,8
27,2,1,9,9
35,6,7,6,8
22,2,2,4,12
32,10,10,10,8
22,3,2,2,10
36,1,5,5,9
40,8,8,9,8
37,5,10,5,9
34,7,7,7,9
30,3,3,5,10
24,3,8,8,14
54,5,7,7,10
29,4,1,5,9
21,5,3,10,11
32,5,5,6,11
34,7,5,9,8
29,3,3,2,15
25,5,5,7,8
16,5,5,6,8
30,4,2,4,13
70,10,10,10,8
28,10,10,10,8
56,7,7,6,8
66,8,7,9,9
80,5,9,5,15
30,6,6,6,8
19,10,10,10,11
22,2,8,1,13
19,9,8,10,11
42,5,10,10,9
18,3,3,9,8
15,4,3,3,8
31,7,6,6,10
28,8,2,5,9
18,2,10,2,10
29,5,5,5,11
20,6,6,6,10
23,1,1,6,8
22,3,2,4,10
22,6,6,5,10
30,6,7,7,9
28,5,7,5,8
35,3,3,4,11
31,5,6,6,11
13,10,10,10,9
55,7,8,6,9
23,10,10,10,8
25,10,10,10,8
28,1,2,2,12
15,5,5,8,11
22,4,8,9,13
25,4,4,6,9
39,5,3,8,11
22,5,4,4,8
14,3,3,3,13
17,9,2,7,9
29,3,6,7,8
45,4,4,6,12
13,4,2,5,9
19,7,7,7,9
19,1,2,2,8
25,10,10,10,9
25,4,6,8,10
31,8,8,6,8
26,6,6,6,8
20,10,10,8,9
35,6,6,4,15
39,4,4,4,10
20,0,0,0,8
20,4,5,5,10
32,5,7,6,8
20,7,6,7,9
26,8,8,8,10
28,5,5,8,10
34,10,10,10,9
21,9,10,10,12
21,1,1,1,12
23,4,5,4,9
21,4,4,4,12
27,5,5,5,9
31,3,1,1,10
19,5,5,3,10
41,8,8,5,8
14,5,5,10,9
20,7,7,7,9
25,10,10,6,8
23,9,4,6,8
22,1,1,1,13
24,6,6,9,10
42,10,4,7,14
53,8,9,9,9
21,1,2,2,14
19,6,7,4,9
64,7,6,6,9
35,6,8,8,12
20,1,5,1,9
17,4,2,4,8
32,5,3,8,13
24,3,4,5,12
21,4,6,7,10
27,8,7,7,10
33,9,9,8,8
16,5,5,5,8
33,5,1,3,10
23,1,1,10,8
18,3,3,4,12
20,2,2,3,15
21,8,10,9,13
26,4,5,10,8
29,4,3,3,9
44,5,6,7,10
24,4,4,7,8
59,5,5,5,8
25,3,3,2,10
62,8,8,8,8
41,5,1,8,8
45,8,8,8,12
41,5,7,5,14
13,5,5,10,12
36,8,10,10,9
22,2,2,2,12
16,10,5,10,9
27,9,10,10,10
29,5,8,8,8
45,6,6,9,11
17,3,3,5,8
23,2,3,4,9
23,6,5,7,14
22,1,1,1,14
72,6,7,6,8
31,6,6,5,10
60,10,8,9,9
26,1,1,6,15
26,3,3,5,10
25,4,4,9,12
21,10,10,10,10
36,7,9,8,10
24,1,1,5,11
29,7,7,5,8
17,4,4,8,12
20,4,5,8,10
31,7,7,9,11
27,5,3,7,11
19,4,3,5,14
19,3,3,3,10
27,5,5,5,12
25,8,8,8,11
26,2,3,5,11
14,7,7,7,11
22,10,10,4,9
19,6,8,8,8
35,5,4,5,10
45,5,8,5,11
16,10,10,10,8
55,6,8,8,9
19,8,8,7,9
20,10,1,2,11
44,7,5,7,10
27,4,4,4,9
47,6,9,1,9
56,8,9,8,12
35,2,8,9,8
58,8,2,9,8
46,1,5,1,15
21,2,8,1,11
28,4,4,6,8
20,8,10,10,10
30,1,1,4,15
38,1,1,5,15
24,5,5,1,9
30,5,6,7,11
30,8,5,8,8
28,8,2,8,9
33,10,7,7,14
62,5,3,4,10
20,2,2,2,15
43,10,10,6,10
21,4,10,10,8
20,1,1,3,14
34,5,5,5,8
45,10,10,10,8
21,9,6,10,11
30,5,8,8,10
21,8,5,7,10
35,10,3,10,8
23,8,6,8,11
68,5,7,6,9
38,5,5,4,12
55,9,7,10,10
29,7,7,8,11
94,9,9,8,12
19,8,7,8,8
28,10,5,10,8
26,3,3,3,14
35,7,7,5,13
39,5,5,5,8
18,8,7,5,8
19,4,4,5,9
32,5,5,5,8
37,1,5,1,13
21,1,8,6,9
26,4,4,4,14
16,7,4,6,8
43,2,2,3,12
40,1,4,1,15
31,3,7,5,14
26,3,3,2,10
40,6,6,8,12
20,3,8,2,10
30,7,4,6,12
19,5,6,7,12
19,3,5,7,13
13,7,9,10,9
28,4,2,3,8
26,5,5,10,9
27,2,1,2,14
24,3,2,2,12
22,1,8,5,14
48,8,8,8,10
22,7,6,9,10
31,2,7,2,8
37,10,10,10,9
25,9,9,8,12
18,10,10,10,8
19,9,10,8,10
35,7,7,8,8
23,1,1,10,14
25,10,8,8,8
25,8,9,6,9
45,7,7,7,11
38,5,5,8,10
26,8,8,7,10
17,4,4,8,9
24,4,1,4,14
40,4,1,5,10
31,8,5,8,8
30,8,8,8,9
45,5,10,10,11
35,9,10,10,11
20,7,3,9,11
27,10,4,10,8
27,3,1,1,15
38,8,5,8,8
17,1,1,3,12
27,7,7,5,10
24,9,9,9,11
43,5,5,8,9
26,9,9,4,10
25,5,7,4,8
39,7,7,7,11
16,1,1,1,14
41,8,8,8,12
44,1,3,4,13
28,2,1,3,12
20,3,3,5,14
22,2,2,5,8
21,8,6,8,10
21,5,3,4,8
26,8,8,9,10
85,6,6,6,12
29,3,3,4,10
22,1,1,1,8
21,2,2,9,8
23,7,9,9,9
13,5,5,5,9
22,5,2,7,11
30,6,6,8,9
64,7,8,7,8
21,10,10,10,13
25,1,1,10,15
29,4,2,8,14
19,5,5,10,12
43,2,1,2,10
26,1,5,5,8
59,4,7,4,15
17,8,7,4,10
57,8,8,8,8
29,6,6,8,10
29,3,3,3,10
16,8,8,9,8
38,2,10,4,11
34,2,1,10,13
29,3,1,3,15
20,3,3,3,8
30,7,9,9,11
32,10,8,10,10
42,9,8,5,8
64,10,10,10,12
19,10,1,5,15
26,7,7,7,9
59,10,10,9,8
55,10,10,7,8
21,3,1,2,14
59,9,9,9,9
46,5,5,5,9
21,4,9,7,12
40,5,6,10,8
29,3,1,7,15
30,3,10,8,10
52,5,5,5,9
60,9,9,9,9
66,5,5,5,10
65,6,7,7,8
26,8,5,6,12
19,7,7,7,10
25,2,2,5,12
29,5,5,6,12
26,4,4,5,11
44,6,9,3,10
36,5,3,5,11
20,8,5,5,10
34,5,5,7,9
39,10,5,10,12
17,10,2,1,10
19,3,3,3,13
25,9,9,9,9
47,9,9,9,10
28,2,1,4,14
16,5,5,4,8
54,10,7,10,8
23,6,6,7,10
27,5,8,7,8
42,10,5,10,10
23,3,3,2,13
30,4,4,8,12
26,5,5,7,9
27,3,3,7,9
42,9,1,9,10
34,7,5,7,8
27,5,10,4,11
19,8,6,6,9
29,1,1,9,10
19,8,8,5,10
28,8,7,8,10
19,5,9,9,12
14,10,10,10,8
35,2,5,5,12
17,5,5,5,10
39,5,4,3,11
32,7,7,8,9
21,2,2,4,8
15,4,10,2,10
49,8,4,8,14
28,8,5,5,10
18,2,2,4,10
38,3,3,5,10
28,2,1,5,10
23,4,2,7,12
23,7,5,5,8
71,8,7,9,9
40,4,4,5,11
18,2,3,2,12
17,5,3,10,13
14,1,1,2,10
29,10,10,10,12
26,8,5,9,10
35,4,2,5,11
23,8,8,8,9
20,6,6,7,8
41,1,1,1,8
20,8,8,7,12
28,5,8,5,9
15,2,2,6,10
17,5,5,4,8
28,5,5,8,9
14,2,2,6,9
53,9,9,5,8
36,9,8,9,8
19,3,3,4,9
39,2,3,2,11
61,5,1,6,12
18,6,8,10,12
27,5,5,5,9
22,8,8,7,10
30,10,7,10,9
37,10,10,8,8
22,3,4,4,14
24,10,1,5,15
32,3,8,4,8
25,4,5,3,14
29,1,6,1,8
34,10,9,10,9
28,7,6,8,8
45,5,5,5,8
19,6,2,7,12
21,1,4,1,12
14,10,10,8,8
40,5,5,7,11
34,5,5,5,11
42,5,5,5,10
20,6,4,5,11
17,5,10,9,8
33,4,5,5,11
26,3,3,3,10
39,10,1,10,14
29,4,3,5,9
35,7,7,7,10
14,4,3,5,8
30,8,8,9,8
34,6,7,7,8
30,1,1,3,14
18,7,7,7,9
22,4,1,5,11
16,5,5,8,8
28,2,1,2,11
28,5,5,10,13
57,9,8,10,9
57,4,4,7,8
41,1,10,3,13
32,5,6,6,8
22,6,6,6,11
19,6,8,10,10
31,8,8,10,10
27,10,2,10,11
30,7,3,5,9
27,5,4,4,9
31,5,5,5,12
18,6,6,9,8
24,7,7,8,10
13,4,6,5,12
66,6,5,5,8
19,8,9,7,15
25,8,3,10,13
50,8,10,7,8
26,1,1,1,8
53,3,3,3,8
67,9,8,9,9
33,7,6,6,10
20,4,4,4,10
41,6,9,6,9
39,10,10,8,11
50,10,10,10,8
20,8,8,8,9
36,8,7,7,13
23,10,10,10,12
22,1,1,3,9
63,6,1,5,10
19,7,7,10,9
22,6,7,8,8
24,5,5,5,13
30,5,2,2,8
53,1,1,10,9
22,3,3,4,8
29,5,5,4,8
17,6,6,7,10
35,9,9,8,10
64,9,8,8,8
26,6,4,6,11
25,6,10,10,12
20,2,2,4,12
25,5,2,4,11
20,2,2,3,13
38,6,10,1,10
20,10,10,10,11
42,4,8,10,9
33,6,9,9,10
39,5,8,8,8
18,4,4,7,8
35,2,2,5,9
26,1,1,8,10
21,1,10,4,10
50,3,3,4,12
44,4,4,5,9
34,9,9,10,12
41,6,6,6,11
21,10,1,10,8
25,5,5,9,8
41,5,5,8,9
22,7,7,10,9
14,3,3,3,13
50,5,5,7,11
29,5,3,5,10
28,1,8,10,9
23,3,2,5,10
24,9,7,9,13
25,10,10,10,13
19,10,10,10,13
21,2,2,2,13
19,10,10,10,10
32,10,5,10,8
25,1,1,1,15
27,6,6,8,8
24,8,6,8,10
24,3,3,9,13
19,5,5,5,10
21,10,9,9,9
32,3,4,3,13
34,7,9,7,9
37,2,3,3,13
16,1,1,1,15
19,2,2,3,14
19,7,6,10,8
14,5,5,6,8
31,8,8,9,10
23,1,2,5,15
33,8,9,10,9
18,7,7,6,11
24,10,5,10,13
29,6,6,7,8
37,10,5,5,8
48,5,4,4,8
39,5,3,6,10
25,3,3,4,13
30,2,3,5,8
46,6,6,5,9
43,5,5,8,11
15,5,3,5,12
30,3,2,3,9
48,7,5,7,8
24,3,6,5,11
21,10,5,5,15
29,9,5,9,8
29,8,5,9,11
44,1,1,2,8
31,3,1,2,15
12,4,4,3,9
52,5,4,5,8
29,7,6,7,8
40,6,6,6,8
43,10,8,10,10
22,2,3,5,10
42,10,8,5,8
35,1,1,1,10
24,4,7,3,12
31,6,8,8,9
28,8,8,7,9
44,3,3,3,9
32,1,5,1,11
34,7,10,7,8
55,9,1,9,10
21,5,6,7,10
52,1,5,5,9
31,4,4,8,12
46,1,10,1,9
21,10,10,10,9
18,9,3,6,10
28,6,4,5,14
15,3,3,9,8
19,9,9,10,8
29,6,6,5,15
32,5,5,5,10
18,3,3,9,8
13,5,6,7,11
28,5,5,5,10
28,5,3,5,14
23,5,10,10,9
23,3,3,3,11
31,8,6,8,8
22,7,9,8,10
21,6,4,5,13
25,8,8,7,8
27,5,5,6,14
29,7,1,7,8
38,7,5,8,10
28,1,1,10,12
30,7,7,2,11
26,10,6,10,8
22,1,1,3,11
32,10,7,8,8
43,10,10,10,9
37,6,4,9,11
41,7,3,5,10
18,10,1,1,10
35,9,9,10,9
25,4,4,5,11
19,2,2,3,13
29,10,10,10,8
23,9,9,10,10
27,5,5,8,8
33,2,2,3,13
13,8,8,10,10
30,5,8,8,8
57,8,7,6,8
40,5,5,5,10
30,10,4,10,11
39,5,7,5,9
22,2,3,6,9
28,5,5,8,12
13,1,1,5,15
74,7,8,7,10
31,5,5,3,9
48,8,10,8,10
24,8,8,9,9
38,10,10,8,11
21,1,4,2,14
24,6,6,7,11
38,3,3,4,8
43,1,1,5,15
27,2,3,3,8
25,8,8,9,10
15,3,3,4,8
54,6,5,8,11
16,8,8,7,8
36,1,1,1,9
30,1,6,5,13
24,1,1,3,11
44,9,9,8,8
21,6,6,6,13
23,1,1,2,9
15,6,9,9,8
33,9,8,10,9
19,4,4,5,9
26,8,1,7,12
18,5,1,5,9
19,6,8,8,14
31,5,10,8,8
28,8,8,9,12
32,4,4,4,10
27,5,7,8,8
23,6,1,5,8
19,6,6,8,9
28,5,10,9,11
40,4,5,3,14
40,1,1,1,15
15,8,8,8,10
58,5,5,4,11
21,5,2,4,12
39,6,8,8,10
35,1,1,1,13
21,3,6,6,12
23,3,9,3,13
39,8,9,8,11
21,7,7,10,11
35,2,2,4,8
24,4,7,4,9
55,8,10,9,11
20,1,3,10,13
44,8,6,3,9
56,1,1,2,12
58,5,5,5,8
22,4,3,10,10
16,3,5,1,10
21,9,9,9,13
29,8,8,8,8
40,1,5,6,12
14,4,2,1,10
30,5,5,7,10
26,8,8,4,8
13,3,3,4,9
27,8,7,8,9
32,2,1,3,15
29,5,9,9,13
14,1,3,2,9
29,3,5,5,12
28,7,10,5,11
31,5,1,5,12
37,2,3,2,11
20,3,2,3,13
24,6,7,6,8
16,5,4,7,8
29,9,5,5,9
16,9,9,10,15
20,3,3,8,11
25,2,2,2,15
23,3,1,2,8
16,8,10,9,8
20,4,4,5,11
32,4,3,3,15
21,9,3,9,9
27,5,5,5,13
40,6,6,7,14
39,4,9,9,8
34,1,3,3,13
50,7,7,8,10
19,6,5,8,9
19,10,10,10,9
28,5,10,10,8
30,4,8,8,11
18,5,5,5,12
37,5,1,2,10
35,5,5,7,10
57,5,5,5,10
20,5,7,7,8
45,8,9,8,8
15,10,5,10,10
30,5,2,8,11
26,8,4,6,10
26,1,4,2,13
23,7,4,6,10
13,2,5,6,10
26,2,1,5,13
23,1,1,2,15
67,8,8,8,10
17,7,1,1,10
25,2,1,1,12
24,2,2,2,9
26,5,5,5,9
44,3,2,3,13
32,3,5,4,9
28,10,10,10,9
48,10,10,10,12
24,7,5,9,9
31,8,8,10,9
21,8,10,10,10
51,5,10,6,13
26,4,8,3,11
13,7,7,6,9
27,5,5,8,12
45,7,6,6,9
22,5,3,4,10
61,5,9,9,14
49,1,1,1,13
25,4,4,3,11
39,10,10,10,11
30,5,3,2,9
83,4,4,4,13
23,9,9,9,11
45,1,8,5,12
23,8,5,7,13
33,1,1,2,11
23,8,8,10,10
14,6,6,7,11
31,5,5,5,15
22,8,8,8,8
22,1,1,1,8
58,4,10,4,14
23,1,1,2,15
15,9,9,8,9
27,4,7,7,14
35,5,3,7,10
18,3,3,6,9
59,9,10,6,8
24,4,4,8,8
16,4,7,8,9
32,9,7,3,9
33,4,5,4,9
25,10,5,10,9
25,1,1,2,10
40,10,7,10,10
43,3,2,3,13
22,1,5,5,15
42,10,10,10,9
26,1,1,1,15
35,5,5,5,8
41,2,2,3,12
26,9,4,9,8
26,4,4,5,12
29,2,9,3,8
31,3,3,5,10
43,8,8,8,10
19,0,0,0,15
30,8,8,6,8
29,4,4,5,8
30,3,7,7,15
28,3,1,1,15
21,8,4,7,9
63,10,10,1,8
20,7,6,6,14
19,5,1,5,10
22,1,3,1,12
29,8,9,9,9
30,4,4,1,11
20,5,6,5,8
28,5,8,5,10
30,5,5,10,8
41,10,10,7,11
24,5,5,7,14
30,4,1,7,8
21,9,9,7,8
57,4,2,5,9
31,7,6,8,9
35,4,4,5,15
21,1,5,1,14
25,3,5,5,13
38,5,8,5,9
18,3,3,5,9
26,6,7,9,8
22,5,3,7,9
36,6,10,8,8
35,8,8,8,9
20,9,9,8,12
34,2,10,8,9
30,8,7,7,9
40,10,5,6,9
31,1,1,1,15
25,8,2,1,10
36,10,10,10,8
24,1,2,10,13
24,4,7,4,9
19,2,6,2,13
16,4,4,5,9
25,1,1,2,12
22,3,5,4,11
40,5,3,3,9
19,4,3,3,9
37,9,10,10,8
68,8,8,6,9
40,1,2,3,12
28,4,4,5,15
36,5,3,8,10
43,3,3,8,12
16,1,2,1,11
33,8,8,7,10
22,3,4,10,10
16,1,6,1,11
29,4,7,4,12
40,1,4,3,13
23,3,5,4,11
74,9,8,5,9
24,4,6,6,9
26,5,5,5,13
39,8,8,8,8
23,3,3,5,9
22,5,5,5,8
19,4,4,6,8
19,6,4,8,8
21,5,10,6,13
22,4,8,7,9
27,9,8,8,9
15,9,9,8,8
53,4,10,10,10
36,3,3,8,8
27,3,5,6,9
44,7,7,8,12
46,5,4,4,8
26,3,2,5,11
24,4,5,7,8
21,5,2,2,11
25,3,2,4,10
22,3,5,3,13
19,6,7,10,8
57,5,5,6,8
25,4,4,10,8
18,6,6,7,11
29,5,5,7,10
23,3,5,3,12
27,8,8,9,13
19,7,2,7,10
36,7,7,7,15
30,5,5,5,8
44,5,5,6,10
25,8,8,8,10
53,5,5,5,8
25,4,7,7,11
21,6,10,8,8
16,9,9,6,10
21,7,3,9,9
24,5,5,7,8
20,3,1,3,11
33,3,8,3,8
47,3,3,4,11
25,2,2,8,11
39,6,6,8,14
18,6,2,3,9
58,3,3,6,10
20,7,7,7,9
33,5,6,7,10
55,3,3,3,10
48,9,9,9,10
19,2,1,5,12
34,9,8,10,9
52,6,5,5,9
37,4,1,3,13
23,5,3,4,8
22,3,3,4,11
18,7,6,6,10
17,2,2,3,11
30,5,1,10,15
14,1,3,4,13
30,1,8,3,14
49,10,10,10,8
38,5,4,7,8
24,4,1,2,10
56,9,9,8,10
32,4,9,9,13
25,9,7,9,14
25,5,3,8,8
21,8,10,10,10
47,5,7,8,11
23,6,7,8,9
19,4,5,5,12
31,6,5,6,11
22,2,9,5,9
24,2,2,2,13
18,5,2,3,13
24,8,8,7,8
24,4,2,5,10
22,7,7,7,10
75,9,9,8,8
29,1,2,4,12
19,2,2,3,10
21,5,7,4,13
76,4,4,4,9
17,2,2,9,11
23,2,2,5,9
45,9,9,9,8
21,1,3,10,15
25,7,7,7,10
30,7,7,7,10
33,5,5,10,10
33,7,2,5,13
19,5,2,7,8
28,3,3,5,9
31,8,6,5,8
19,6,5,5,10
13,7,5,6,8
20,1,1,1,15
25,5,5,5,15
20,7,7,5,12
19,10,1,1,12
46,8,8,8,15
24,5,5,5,11
22,3,2,6,9
22,4,5,5,13
19,4,3,7,14
43,7,5,7,9
30,3,3,4,11
44,8,8,8,10
23,8,8,8,8
20,9,3,4,11
21,5,5,4,10
30,5,5,4,13
46,10,10,9,8
22,7,7,6,8
22,6,2,5,14
22,7,2,5,12
62,10,6,9,8
24,3,3,3,14
24,9,1,10,13
23,5,5,8,8
30,2,2,2,15
26,3,3,3,9
28,7,7,7,9
22,10,3,8,12
16,1,2,1,10
19,9,9,10,12
24,10,10,10,9
14,3,6,5,8
50,2,1,1,10
37,5,6,7,9
56,4,4,4,8
18,5,3,5,10
18,6,4,3,11
31,3,8,5,12
59,6,5,8,8
49,9,8,8,10
21,5,6,4,8
35,6,6,8,10
22,4,4,5,10
24,9,9,10,9
32,9,9,9,8
18,10,10,8,9
13,4,10,7,11
35,8,8,8,10
26,3,1,2,11
24,5,3,5,8
32,5,5,4,8
27,1,1,6,10
37,6,3,9,9
22,7,7,8,9
32,2,2,10,11
19,1,3,3,13
29,1,1,1,15
24,2,5,9,12
26,7,6,5,8
23,10,10,10,15
21,3,3,4,9
45,6,2,7,10
22,10,10,10,9
23,1,1,1,15
41,5,4,4,8
16,2,5,3,11
26,2,3,1,13
35,2,2,4,8
19,5,5,3,10
17,10,8,9,8
25,5,5,3,10
12,4,7,8,9
22,5,5,4,11
22,5,5,6,9
50,1,1,5,9
16,6,6,8,8
30,4,4,5,8
41,10,10,9,11
30,2,5,3,12
25,1,2,2,12
46,2,3,2,13
20,8,8,5,11
71,8,9,9,8
19,5,3,3,11
56,3,4,4,10
59,7,7,9,8
21,9,9,6,8
26,7,9,8,15
25,1,2,5,15
25,3,3,3,10
29,4,8,8,11
15,1,4,3,12
40,9,9,8,8
29,10,10,10,10
23,1,1,3,14
22,7,5,3,9
46,7,7,6,9
39,1,2,1,13
15,5,2,3,13
50,4,4,3,8
26,8,5,8,8
34,8,8,8,9
36,3,3,10,10
27,3,3,3,12
16,3,3,2,10
39,4,4,4,9
14,3,2,4,8
30,10,2,10,12
48,3,4,4,11
22,1,2,2,13
23,5,1,5,14
58,7,7,6,9
23,1,8,7,9
26,4,4,5,10
31,3,3,1,14
27,5,10,10,13
45,1,2,4,9
20,3,10,5,8
39,8,10,9,9
21,1,1,1,11
23,1,5,1,14
26,9,7,8,10
22,3,3,2,11
53,10,8,10,8
28,4,7,5,8
32,5,5,3,9
17,7,7,7,9
21,5,4,8,14
31,3,3,1,12
34,5,1,4,14
31,1,2,2,15
22,4,4,10,10
32,9,5,7,9
25,9,9,7,13
29,4,7,7,13
13,7,10,10,8
22,4,4,9,11
39,2,3,7,8
50,3,9,9,10
53,1,5,5,9
23,3,5,3,10
26,10,5,5,12
19,10,10,9,8
29,5,10,10,12
76,5,6,5,10
28,9,10,7,13
29,5,7,4,9
28,5,5,5,13
35,5,5,5,11
35,5,5,10,9
41,5,5,5,11
31,6,4,7,8
23,1,1,1,14
32,8,8,8,14
16,1,1,8,10
27,6,4,5,12
24,10,10,4,13
25,1,6,6,11
14,8,8,10,8
28,10,5,10,10
27,7,5,5,8
13,6,7,8,8
25,1,2,1,10
30,3,3,5,9
24,2,2,8,11
27,1,4,3,14
39,1,2,1,12
24,3,5,5,9
53,4,4,8,8
36,4,5,5,8
30,2,2,10,10
22,1,1,1,8
21,1,1,4,10
83,1,1,1,10
47,7,7,9,8
26,5,5,6,10
30,5,3,4,10
27,7,7,5,8
22,10,10,10,10
26,10,10,5,8
31,4,4,4,9
23,5,5,4,9
21,5,5,6,8
34,5,5,8,11
39,7,7,7,9
46,5,5,7,14
14,3,3,4,8
22,5,5,5,11
23,1,4,5,9
43,5,5,5,15
21,8,8,6,9
20,1,2,7,10
23,5,10,10,13
25,5,1,5,12
36,1,1,1,15
60,0,0,0,8
30,8,5,3,14
19,9,9,9,11
19,5,5,5,10
34,9,9,10,10
26,4,3,8,15
37,5,5,5,9
47,6,5,5,10
25,4,4,4,11
23,5,1,3,12
19,2,2,3,12
19,8,8,10,8
22,5,4,3,10
47,3,5,3,8
22,2,1,5,12
28,1,5,2,13
18,7,7,10,9
33,7,7,6,10
44,1,1,1,9
34,1,1,1,15
17,5,5,7,9
59,10,10,7,13
24,6,6,6,8
64,8,8,8,9
20,5,5,10,9
63,2,4,2,9
19,3,6,5,9
24,2,5,6,10
53,1,4,3,12
37,10,10,10,8
20,10,10,10,10
48,6,6,5,10
32,5,5,2,9
30,7,7,4,8
23,8,8,8,8
12,4,8,8,8
46,8,8,7,8
39,5,8,10,10
19,1,2,2,8
20,5,4,5,12
19,6,8,8,8
22,4,3,3,12
19,3,3,4,11
61,2,2,2,10
20,8,1,5,11
27,5,5,6,10
36,8,9,9,11
24,4,4,9,8
63,7,7,9,9
24,10,10,8,10
18,5,3,6,11
19,8,1,6,11
42,7,7,7,9
14,10,10,5,13
38,4,4,5,10
31,3,3,9,12
22,3,2,5,14
22,8,8,9,13
29,5,10,8,11
48,5,5,5,8
21,9,5,6,14
23,10,5,10,9
39,5,6,6,9
15,5,5,8,9
30,6,6,9,8
25,10,10,10,11
23,4,1,5,12
43,1,4,8,11
22,5,4,7,9
26,4,4,8,11
27,1,1,5,11
28,5,5,5,8
39,0,0,0,9
20,3,3,3,10
22,8,8,8,8
72,4,5,3,9
38,4,4,6,10
30,9,2,5,10
38,5,5,5,15
15,1,1,1,10
25,6,5,6,9
41,7,9,6,10
30,4,4,5,11
47,10,4,7,8
29,1,1,2,10
23,5,5,5,11
20,8,5,7,9
22,4,5,7,8
31,9,9,9,8
46,5,5,5,8
36,3,2,3,11
30,6,6,5,8
20,4,4,4,8
26,10,1,4,11
21,2,3,4,8
24,3,3,4,12
63,7,5,6,11
20,1,2,6,9
35,5,7,10,9
19,5,9,8,13
28,5,5,6,8
28,8,8,10,9
23,6,6,6,11
46,7,7,7,9
23,1,4,7,14
24,5,6,6,8
23,6,6,7,9
19,8,1,1,10
21,8,8,6,9
22,7,5,5,11
16,1,1,1,15
27,10,10,10,8
27,9,9,5,9
48,10,7,10,8
23,5,2,7,10
19,1,3,4,15
23,1,1,1,10
24,3,5,5,15
24,6,2,6,14
15,2,4,6,12
53,6,6,10,9
48,4,4,7,8
20,9,5,9,14
29,8,5,7,13
42,3,4,5,8
55,0,0,0,8
36,3,1,2,12
19,5,7,4,11
39,4,5,6,12
26,8,8,9,9
30,4,3,5,12
22,8,7,6,9
23,5,5,6,8
37,8,10,8,9
31,4,4,5,9
30,5,3,10,9
33,5,9,10,8
32,5,1,5,9
25,3,3,10,11
40,10,10,10,10
54,5,5,7,9
42,5,8,8,10
36,3,7,9,9
19,4,3,4,8
27,1,1,6,14
22,5,5,5,10
32,5,5,5,8
79,9,9,9,11
21,9,9,7,8
24,6,6,6,12
53,6,6,6,9
27,6,6,6,11
21,7,7,10,9
22,5,5,7,8
30,3,3,9,10
40,7,7,6,11
19,5,2,3,13
35,7,8,10,8
23,3,4,5,10
69,8,8,9,8
25,4,4,3,14
21,7,7,6,11
25,6,6,7,8
22,6,10,10,11
29,5,8,7,8
18,5,2,3,13
32,2,4,2,10
31,3,6,7,9
23,8,10,10,8
28,10,6,10,14
23,4,3,9,12
21,7,7,4,10
21,2,1,3,9
22,4,5,5,15
73,8,9,9,8
31,5,4,6,9
31,4,5,5,13
38,1,8,6,9
15,6,10,7,9
20,2,5,6,8
30,3,7,8,12
22,3,3,5,9
22,3,6,4,8
27,10,4,5,12
28,10,10,4,10
48,1,1,10,15
28,8,10,9,8
39,6,6,7,10
19,4,3,4,10
16,9,9,7,9
30,4,10,7,10
32,4,4,4,9
21,8,2,10,15
28,8,7,8,10
27,5,4,4,9
25,2,2,2,15
28,5,4,5,10
43,1,1,1,14
28,5,6,4,10
32,6,9,10,15
48,5,5,10,11
23,2,5,4,9
23,6,5,7,8
33,9,9,10,9
41,2,1,3,13
41,3,3,6,8
21,2,2,8,11
28,7,2,5,9
26,1,1,3,10
55,9,10,6,9
31,10,8,10,9
8,10,10,10,8
25,10,10,9,9
27,6,6,9,11
19,5,6,7,12
25,3,3,10,10
19,3,3,10,10
22,10,3,5,10
23,8,8,8,10
35,5,9,9,14
21,2,1,2,14
59,10,10,10,8
16,2,5,3,11
28,5,5,5,12
36,4,3,4,8
32,5,5,10,12
26,3,4,4,8
32,8,10,6,9
29,8,6,5,10
16,8,4,5,12
26,5,3,3,13
24,4,3,10,9
22,1,1,1,8
40,10,1,5,8
27,7,9,10,11
27,10,3,7,12
31,5,7,7,8
14,8,10,5,9
25,7,5,5,8
19,8,8,10,9
23,4,4,9,14
19,5,4,5,10
27,4,4,4,9
23,3,3,5,14
18,5,4,4,8
22,3,4,5,14
22,8,8,9,9
66,10,6,3,10
55,8,8,8,9
25,2,5,6,11
18,3,5,3,9
24,4,5,4,8
19,2,3,3,11
13,8,8,10,12
23,7,5,5,14
24,4,2,7,13
14,5,5,4,13
26,1,1,1,10
27,10,5,10,9
25,2,2,10,9
18,5,4,7,12
25,5,5,5,15
19,8,10,10,9
23,3,3,5,9
30,10,9,9,9
20,3,5,2,9
27,3,2,8,9
33,4,2,6,9
30,9,9,9,10
21,5,2,5,10
17,9,8,10,9
25,3,7,5,8
34,5,6,4,8
25,8,8,8,8
20,10,10,10,10
19,7,4,3,10
75,10,10,10,9
20,6,4,7,9
38,3,3,3,15
27,5,5,5,9
15,4,4,5,10
28,5,4,5,12
16,10,10,10,10
38,8,8,10,11
20,4,4,8,8
55,1,1,9,14
78,6,7,6,9
